SOURCE_PATH	SOURCE_LINE_START	SOURCE_LINE_END	SOURCE_HEADING	TARGET_PATH	TARGET_HEADING	MIGRATION_STATUS	CONFLICT_ID	CONTENT_SHA256	SOURCE_PRESERVED	NOTES
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	142	159	3.1 Mandatory Ambiguity Types	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Ambiguity Handling	COMPLETE_EXACT	LEGACY_ALPHA_UX_VS_NUMERIC_UX	9e451ebcd94d310072666022128de909ba5abce69a4e8417f4d6414292491bd0	YES	Direction and amount ambiguities
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	160	174	3.2 Missing Category Policy	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Missing Category Resolver	COMPLETE_EXACT	LEGACY_ALPHA_UX_VS_NUMERIC_UX	0bfc8d7ca4367cb47370a84accf946dce750b7f2aa2e81d94d7afe20e7cf1220	YES	Fallback to numeric Other/Review
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	175	193	3.3 Critical Missing Fields	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Critical Fields Validation	COMPLETE_EXACT	LEGACY_ALPHA_UX_VS_NUMERIC_UX	c733700dcd822c887e19a46d4de272ced020ee21aabe0d1e54e1f2ff0b9f0cb4	YES	Missing account flow
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	194	245	4. Email-to-Telegram Clarification Bridge	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Email Ingestion Bridge	COMPLETE_EXACT	REVIEW_QUEUE_FALLBACK_VS_APPROVAL_STAGING	acf08c2afee1a0bf5077c727aedcdb7af58ea40a9f0540857e80daef67413ce5	YES	Bridge state storage
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	246	249	5. Email Security Policy	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Security Policy	COMPLETE_EXACT	none	8cbd3b2dfbeb0e4aa4f9b4e0a3b79f4a9b8e9ba0043d9230f7e0a0ba81fc7cb3	YES	Ingestion security intro
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	250	256	5.1 Default Mode	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Security Default Mode	COMPLETE_EXACT	EMAIL_DEFAULT_OFF_VS_ACTIVE_RUNTIME	abf77c87a7197e34c187f2905219a96ed3549093d6c61eae69d9f59dddf8bacc	YES	Default email intake state
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	257	270	5.2 Allowed v1 Behavior	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Allowed v1 Inflow Rules	COMPLETE_EXACT	EMAIL_DEFAULT_OFF_VS_ACTIVE_RUNTIME	ea5267f8811785a314b664390361e2075fc13d38199e628484bdc9435ca2e8aa	YES	Whitelisted providers
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	271	305	5.3 Sensitive Email Hard-Block	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Ingestion Exclusions	COMPLETE_EXACT	none	ea9cba29b12fbfb15243f81147104bcd536de739c2572018ea794ee45bfd1352	YES	Password and OTP filters
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	306	343	6. Router Policy	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Transaction Router	COMPLETE_EXACT	REVIEW_QUEUE_FALLBACK_VS_APPROVAL_STAGING	81d0e6fbe76abe2f70632fd0e61c7cd681b1c5a43f57068ce8739edd3458e16b	YES	Tab routing rules
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	344	345	7. Data Tabs	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Workbook Schema Overview	COMPLETE_EXACT	none	299ffdd774567a56158e540fd23066da71cdc88e651746b7433e4b84509e9d84	YES	Sheet data tabs intro
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	346	422	7.1 Account Ledger	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Account Ledger Schema	COMPLETE_EXACT	none	8c2da57fa8b17634aaa01810df261f89d2a6c2f8c4cef26f2eee81b3b8dbf89b	YES	Account Ledger columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	423	451	7.2 Credit Card	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Credit Card Schema	COMPLETE_EXACT	none	43ed1c40296ef5f63ac8bcaa3e2f3012fc018ca9f134f9aa7cda1f8e48cd0962	YES	Credit Card columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	452	475	7.3 Hutang	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Hutang Schema	COMPLETE_EXACT	none	6e76e42c9b0c5789305dbb3c8003819b7da57319dcc553aed8b56861db1bd93f	YES	Hutang columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	476	501	7.4 Aset	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Aset Schema	COMPLETE_EXACT	none	566b30ee4d9af4f369b1dd7c317d139ffae0cd54fca320fc1102c24a2a220bf8	YES	Aset columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	502	527	7.5 Cicilan Rumah	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Cicilan Rumah Schema	COMPLETE_EXACT	none	65feb35217ee1b00e541f8be2d7749eafd26d940736afc6afce24fbacead16aa	YES	Cicilan Rumah columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	528	633	7.6 Finance Events	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Finance Events Schema	COMPLETE_EXACT	none	b2092c07ea1bb589cb6fac9ca1c90f02231d3aa8b5012d3c2472b434dd9dff4f	YES	Finance Events log columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	634	654	7.7 Review Queue	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Review Queue Schema	COMPLETE_EXACT	REVIEW_QUEUE_FALLBACK_VS_APPROVAL_STAGING	12337a334582efdb9aad526c405c5f49af62d5df01ae69cce04291f46bb39bb4	YES	Review Queue columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	655	693	7.8 Audit Log	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Audit Log Schema	COMPLETE_EXACT	none	9fc50c9d0d5fa894ff21d7889a1cef0964c48d16108b836be13778b6dfc78ec0	YES	Audit Log columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	694	728	7.9 Email Ingestion Log	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Email Ingestion Log Schema	COMPLETE_EXACT	none	b3f91dec0b0e8e295f28e5eb8ea8a36021756e7f122291c15848d1172c07edc4	YES	Email Ingestion columns
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	729	765	8. Partial Write Recovery	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Partial Write Handling	COMPLETE_EXACT	none	58d47483892aad694d1b2e9e4e7a095d3482c557d3a53c34b9b03e757fe9340e	YES	Lock-unlock mechanisms
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	766	767	9. Reconciliation	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Reconciliation Policy	COMPLETE_EXACT	none	6ed6f8c9f18dd55e366514be2f5329e6363627821b03a5708c736b14143634bd	YES	Reconciliation overview
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	768	782	9.1 Light Reconciliation	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Light Reconciliation Routine	COMPLETE_EXACT	none	339cad352649f94d6678959773a371ca6fe5c77d38bbfa47e65929752723a29d	YES	Manual spreadsheet check
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	783	814	9.2 Full Reconciliation	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Full Reconciliation Routine	COMPLETE_EXACT	none	dcd433d953e9b794e86f8bf9930248d7a144ca7333b37b82ac30fc2f80a6c735	YES	Automated Python verification
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	815	824	10. Data Status	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Data Quality Statuses	COMPLETE_EXACT	none	507cb7e7d3babfb04da19ffcfeb863484cf103ef8069c51be22d18218b4fe20d	YES	Trusted, Warning, Dirty states
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	825	835	Trusted	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Trusted Data Definition	COMPLETE_EXACT	none	df8b4ab8e30b9425ff6c654a7825a94ee85ecd70310b4bc22c4768775e211dc1	YES	Reconciled ledger state
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	836	846	Warning	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Warning Data Definition	COMPLETE_EXACT	none	5ab857c9c1560d45744741d47d2a03baa94799b7242e6bd6a738aa62b7516b62	YES	Unreconciled and manual entries
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	847	863	Dirty	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Dirty Data Definition	COMPLETE_EXACT	none	c3384b5e00dc2c6529e1f7adc8bbece48eb6eaebc532e3f0a2627ee41b0833ff	YES	Out of sync or error states
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	864	906	11. Net Worth Policy	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Net Worth Calculations	COMPLETE_EXACT	none	1edf66e619fbd8692012ab8f085c8b9965fe22b0214b394401eff9f23018ca91	YES	Formula definitions
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	907	930	12. Dashboard Final Vision	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Dashboard Design System	COMPLETE_EXACT	none	081bf50aad34a20f758f12eb499a787380a8345d553e0085bb07bb796198371d	YES	Visual layout guidelines
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	931	955	12.1 Visual Principles	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Dashboard Visual Guidelines	COMPLETE_EXACT	none	8aa3f0323dd90f492b0bee8f6ab0083c301a4f56307dedf3edc713ff46b4d4df	YES	Typography and aesthetics
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	956	969	12.2 Dashboard Layout	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Dashboard Sections Map	COMPLETE_EXACT	none	6c5db6596e481b71680e03969212295cd2bf77bdb281b3ca83c2bbccde4ab44d	YES	Workspace row mapping
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	970	990	12.3 Topbar	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Dashboard Topbar Component	COMPLETE_EXACT	none	ab6475974cefda5243790c1304120352e804dd808999b95df25ba0f828efedf1	YES	Formulas in B2
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	991	1014	12.4 Action Required	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Action Required Component	COMPLETE_EXACT	none	b4af1f5416f93cbdeaa26b5200be6af6c8014dcf8fbaff1601cd549420b86070	YES	Review Queue rows count
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1015	1042	12.5 Executive Command Center	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Executive Command Panel	COMPLETE_EXACT	none	ea55058f5ec4abf6a82333502412823b2b5b5e53fa25b0bdc7397144c3051340	YES	Reconciliation status panel
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1043	1066	12.6 Wallet & Cashflow Board	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Wallet & Cashflow Panels	COMPLETE_EXACT	none	3907df8e205abe1c2d05cc32ec2e82f72826a9f42c175b2b86108bcbb61685de	YES	Liquid funds and cc limits
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1067	1088	12.7 Domain Health	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Domain Health Components	COMPLETE_EXACT	none	bdf769f090bdc67e4bab9566e3c36aee2e7ae8adcb8f128d7d9158b34af1fee0	YES	Hutang, Cicilan, Gold panels
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1089	1108	12.8 Spending Intelligence	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Spending Panel Components	COMPLETE_EXACT	none	b8b0b593839c37855513e6487baee60a86949ed8b579bad994a26d19669c0013	YES	Monthly distribution tracking
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1109	1138	12.9 Data Quality Center	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Data Quality Panels	COMPLETE_EXACT	none	822e9c83bd0c3b062415ecd2efe58ef35782a623518c287af30fa4ea50ce509c	YES	Audit trailing display
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1139	1153	12.10 Smart Insight Panel	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Smart Insights component	COMPLETE_EXACT	none	5d4fea59e02c2d92b8c63051a2a0fcc7b49dbc98efde3f9779eea98c51c906df	YES	Cashflow buffer warnings
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1154	1178	12.11 Conditional Email Ingestion Status	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Gmail Ingestion Component	COMPLETE_EXACT	none	482ba1be595633074b1c5fc89d1f1553b2c8382b4edde4e4d3e55aa841594ecc	YES	Poller trigger status block
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1179	1200	13. Metric Source of Truth	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	Dashboard Metric Sources	COMPLETE_EXACT	none	3fb7cc5a0442ba34db9e161fe804f90ff08351787ed6b87644e69fdde155f84f	YES	Formulas references list
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1201	1214	14. Dashboard Gating Rules	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	Visual Review Gates	COMPLETE_EXACT	none	5f663b1004e6b8ed3704c6df8d00a646246cfc2066ec680b27d67fce06602ae7	YES	Change-management constraints
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1215	1264	15. Proactive Telegram Alert Engine	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Alert Engine	COMPLETE_EXACT	none	6aa4baf5e7d53597e8aac8c946839bfc1734411d40eeb1b3dd3fb00e2db04294	YES	Webhook notification dispatch
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1265	1297	16. Cash Ledger Policy	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	Legacy Cash Ledger	COMPLETE_HISTORICAL	none	10c8d1b21220755c8354a50d9d29642839ec751fcdafa8cd5b1aac0d40e30acd	YES	Neutralized cash-mirror policy
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1298	1319	17. Transactions Policy	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	Legacy Transactions Tab	COMPLETE_HISTORICAL	none	44cf6fcdf2edde159d298a51049f185480810f30a175a94f59c62c45786f9828	YES	Deprecation redirection details
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1320	1321	18. Final Roadmap	docs/afpd/08_ROADMAP.md	Ecosystem Roadmap	COMPLETE_EXACT	none	0c4dab565bfa02840c63ecd10e9e29c96a012e4afc1624fc04a45138ac6671da	YES	Roadmap index
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1322	1355	Sprint 0A - Telegram Clarification Closure	docs/afpd/08_ROADMAP.md	Sprint 0A Roadmap	COMPLETE_EXACT	none	2c706c0909fb92da438c4d6f9b9ddc46a2d6f51281c65dfcf8811bd21a24aeda	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1356	1382	Sprint 0B - Email Ambiguity Research & Bridge Design	docs/afpd/08_ROADMAP.md	Sprint 0B Roadmap	COMPLETE_EXACT	none	c4d740e54168915e209cf433695baac2cb8a06093ea2003f7f85d428619069f2	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1383	1410	Sprint 1 - Account Ledger Hardening	docs/afpd/08_ROADMAP.md	Sprint 1 Roadmap	COMPLETE_EXACT	none	0bf0ebe219920213dba309f716618a4c3f41156ee946932c2cb0c66d1ea2372f	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1411	1434	Sprint 2 - Domain Tabs Maturation	docs/afpd/08_ROADMAP.md	Sprint 2 Roadmap	COMPLETE_EXACT	none	e404c814fd72fa4dc15544f7c00b3408f0b320b8cd80a407d15955780bbddd4b	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1435	1459	Sprint 3 - Cash Ledger Removal	docs/afpd/08_ROADMAP.md	Sprint 3 Roadmap	COMPLETE_EXACT	none	1c473ecd16f4eb198a09db67d21c06327584bf58a585dbd833537d171b3359d7	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1460	1491	Sprint 4 - Finance Events v1	docs/afpd/08_ROADMAP.md	Sprint 4 Roadmap	COMPLETE_EXACT	none	6edf9a1bd0010972183c2c7395f50c4312802192267d1d9e9c505cbacdb9d0d3	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1492	1517	Sprint 5 - Audit, Reconciliation, Partial Recovery	docs/afpd/08_ROADMAP.md	Sprint 5 Roadmap	COMPLETE_EXACT	none	083d79426a654c98ddb9a905702ca21a8f74c8c54ff02346ef108e1450b999dd	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1518	1554	Sprint 6 - Dashboard Final	docs/afpd/08_ROADMAP.md	Sprint 6 Roadmap	COMPLETE_EXACT	none	da900148304d3b7210cfe695782c2c9f916935ce396f83acdcab3485bb46baa2	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1555	1580	Sprint 6B - Proactive Telegram Alert Engine v1	docs/afpd/08_ROADMAP.md	Sprint 6B Roadmap	COMPLETE_EXACT	none	03f39cea2ad26ae1b24db7c8d94db4197d137b76382fa15f37b56da52253c243	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1581	1610	Sprint 7 - Email Ingestion v1, Outline Only	docs/afpd/08_ROADMAP.md	Sprint 7 Roadmap	COMPLETE_EXACT	none	6cd21de8ee3164c3ee7cd9216f552c442b20c53588feba12de8ca4520f375963	YES	Completed
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1611	1639	19. Rules for Future AI/Developer	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	Developer Guidelines	COMPLETE_EXACT	none	69830c14b6a51f443fcf58d3b8c82c250abc723911920d54d74a2caf093aa5ca	YES	Instructional parameters
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1640	1675	20. New Chat Bootstrap	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	Session Bootstrapping	COMPLETE_EXACT	none	fac9445330ce690aa0de40e4c130aa68d31b7614a3cd33ce9a1e60faba116545	YES	Startup procedure
ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1676	1712	21. New Chat Execution Prompt	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	Task Execution Prompt	COMPLETE_EXACT	none	d4f4e64f5524ae1da0a67e3626630fe9faf9b2f3cc9e44e1481b91b8be128e34	YES	Execution instructions
ARFIN.md	1	6	ARFIN	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Arfin Module Intro	COMPLETE_EXACT	AUTHORITY_FINAL_KITAB_VS_ARFIN	a162d3c533b899858274b0ce0ddb7a3ab09fc73a47b74c6b5c316a481eb19027	YES	Arfin runtime contract entrypoint
ARFIN.md	7	12	Read First	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Bootstrap Pointers	COMPLETE_EXACT	none	d0829c4608e9e44f82ae7bdeb99783cd201ad4993acadfcdfd53a499cb72942c	YES	Session start directive
ARFIN.md	13	42	Telegram UX	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Telegram Prompts	COMPLETE_EXACT	LEGACY_ALPHA_UX_VS_NUMERIC_UX	affdccccf014c6c9d96f47484267e8fcb3de2058884908689fb1e719bf194854	YES	Menu-based prompts
ARFIN.md	43	67	Email Flow	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	Email Flow Handler	COMPLETE_EXACT	EMAIL_DEFAULT_OFF_VS_ACTIVE_RUNTIME	8a523d1175f0f749aa0de4832e89dd240ac1f4132613fbd5b788b384dce257d5	YES	Poller clarification sequence
