source_id	source_file	unit_type	unit_number	unit_title	unit_class	semantic_dimensions	semantic_payload	visual_semantics	numerical_semantics	procedural_semantics	case_or_example	current_historical_state	relationships	redundancy_target	unresolved	dossier_anchor	public_safety_state
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	1	Slide 1	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 1 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 1.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-1	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	2	Slide 2	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 2 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 2.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-2	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	3	Slide 3	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 3 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 3.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-3	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	4	Slide 4	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 4 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 4.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-4	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	5	Slide 5	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 5 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 5.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-5	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	6	Slide 6	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 6 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 6.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-6	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	7	Slide 7	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 7 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 7.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-7	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	8	Slide 8	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 8 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 8.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-8	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	9	Slide 9	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 9 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 9.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-9	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	10	Slide 10	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 10 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 10.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-10	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	11	Slide 11	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 11 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 11.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-11	PUBLIC_SAFE_PARAPHRASED
WD-SRC-018	10. Sales _ Stock Monitoring per Dealer.pptx	slide	12	Slide 12	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 12 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 12.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 10. Sales _ Stock Monitoring per Dealer.pptx presentation sequence		NONE	#unit-slide-12	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	1	Slide 1	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 1 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 1.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-1	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	2	Slide 2	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 2 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 2.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-2	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	3	Slide 3	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 3 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 3.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-3	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	4	Slide 4	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 4 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 4.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-4	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	5	Slide 5	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 5 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 5.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-5	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	6	Slide 6	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 6 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 6.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-6	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	7	Slide 7	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 7 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 7.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-7	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	8	Slide 8	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 8 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 8.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-8	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	9	Slide 9	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 9 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 9.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-9	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	10	Slide 10	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 10 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 10.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-10	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	11	Slide 11	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 11 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 11.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-11	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	12	Slide 12	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 12 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 12.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-12	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	13	Slide 13	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 13 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 13.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-13	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	14	Slide 14	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 14 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 14.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-14	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	15	Slide 15	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 15 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 15.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-15	PUBLIC_SAFE_PARAPHRASED
WD-SRC-019	11. Analisa Pricing _ FID-BA.pptx	slide	16	Slide 16	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 16 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 16.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 11. Analisa Pricing _ FID-BA.pptx presentation sequence		NONE	#unit-slide-16	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	1	Slide 1	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 1 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 1.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-1	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	2	Slide 2	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 2 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 2.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-2	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	3	Slide 3	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 3 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 3.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-3	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	4	Slide 4	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 4 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 4.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-4	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	5	Slide 5	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 5 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 5.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-5	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	6	Slide 6	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 6 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 6.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-6	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	7	Slide 7	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 7 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 7.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-7	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	8	Slide 8	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 8 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 8.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-8	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	9	Slide 9	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 9 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 9.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-9	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	10	Slide 10	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 10 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 10.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-10	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	11	Slide 11	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 11 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 11.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-11	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	12	Slide 12	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 12 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 12.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-12	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	13	Slide 13	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 13 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 13.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-13	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	14	Slide 14	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 14 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 14.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-14	PUBLIC_SAFE_PARAPHRASED
